age,SeriousDlqin2yrs,MonthlyIncome
39,0,7916.0
47,0,24750.0
28,0,4650.0
42,0,13000.0
53,0,4800.0
68,0,8575.0
31,0,4333.0
34,0,2800.0
56,0,9700.0
30,0,1250.0
52,0,4050.0
54,0,2853.0
39,0,2500.0
57,0,4333.0
45,0,4975.0
33,0,2000.0
34,0,5400.0
37,0,9000.0
63,0,2500.0
32,0,2685.0
73,0,8900.0
39,0,4150.0
40,0,4166.0
42,0,9178.0
36,0,2620.0
51,0,10131.0
25,0,2000.0
34,0,5259.0
55,0,9600.0
39,1,2308.0
83,0,10500.0
63,0,2500.0
59,0,11400.0
24,0,3200.0
44,0,5122.0
36,0,2700.0
45,0,10000.0
63,0,5489.0
41,0,2933.0
45,0,6700.0
54,0,25000.0
76,0,2880.0
65,0,10000.0
47,0,3800.0
68,0,10337.0
34,0,3916.0
46,0,5640.0
55,1,4300.0
34,0,8400.0
29,0,12000.0
35,0,1500.0
43,0,12000.0
37,0,500.0
74,0,5400.0
55,0,7166.0
50,0,2500.0
73,0,4577.0
52,0,8926.0
48,0,12407.0
44,0,2665.0
50,0,6400.0
70,0,3500.0
50,0,13333.0
48,1,4000.0
53,0,9000.0
43,0,1850.0
58,0,6500.0
59,0,6300.0
55,0,5323.0
47,0,6867.0
43,0,8630.0
58,0,3000.0
41,0,5600.0
63,0,9750.0
50,0,4750.0
37,0,21.0
36,0,2310.0
45,0,8966.0
80,0,5000.0
40,1,3400.0
35,0,3637.0
52,0,6316.0
78,0,6430.0
57,0,13400.0
57,0,3300.0
43,0,10000.0
60,0,3000.0
54,0,12400.0
59,0,13433.0
56,0,5700.0
32,0,8750.0
29,0,18836.0
68,0,4366.0
50,0,6250.0
36,0,4500.0
37,0,6140.0
42,0,2250.0
47,0,6579.0
32,0,2200.0
31,0,3335.0
39,0,5500.0
46,0,4166.0
47,1,2513.0
41,0,6480.0
36,0,4466.0
35,0,15000.0
75,0,4221.0
32,0,3050.0
38,0,6503.0
47,0,7823.0
44,0,3130.0
35,1,8500.0
39,0,5000.0
54,0,8400.0
58,0,10300.0
65,0,2600.0
55,0,1000.0
71,0,8000.0
80,0,11000.0
27,0,2253.0
39,0,11100.0
51,0,8830.0
47,0,8100.0
34,1,4000.0
39,0,2816.0
53,0,4650.0
34,0,8200.0
81,0,10000.0
63,0,2375.0
43,0,1641.0
59,1,2000.0
61,0,13782.0
68,0,6000.0
48,0,6200.0
63,0,2343.0
51,0,4570.0
66,0,5103.0
38,0,12500.0
66,0,2500.0
35,0,3800.0
50,0,9999.0
62,0,3000.0
54,0,3000.0
38,0,6700.0
45,0,7574.0
58,0,8749.0
34,0,4050.0
43,0,7100.0
43,0,15450.0
80,0,4568.0
41,0,9500.0
60,0,10500.0
22,0,0.0
34,0,5666.0
43,0,3000.0
41,1,4000.0
34,0,9500.0
34,0,2100.0
87,0,6900.0
66,0,11142.0
41,0,8025.0
37,0,7150.0
66,0,5884.0
33,0,2020.0
67,0,1500.0
48,0,2000.0
67,0,5200.0
32,0,4084.0
59,0,9000.0
50,0,3200.0
37,0,4290.0
62,0,12832.0
52,0,12850.0
82,0,26000.0
63,0,5052.0
63,0,2635.0
64,0,14875.0
54,0,20000.0
53,0,9116.0
62,0,5200.0
64,0,5468.0
37,0,11256.0
71,0,10500.0
57,0,3500.0
52,0,6014.0
39,0,5900.0
66,0,2500.0
55,0,0.0
47,0,6466.0
72,0,4166.0
53,0,2500.0
36,0,6573.0
52,0,4000.0
45,0,5000.0
74,0,3138.0
48,0,10838.0
35,0,2130.0
46,0,5018.0
76,0,3790.0
47,0,3308.0
70,0,4945.0
46,0,5500.0
39,0,3014.0
80,0,3500.0
28,0,3000.0
58,0,7476.0
42,0,3424.0
60,0,2730.0
43,0,10231.0
56,0,2333.0
55,0,5728.0
50,0,11500.0
57,1,3456.0
45,0,3750.0
53,0,3500.0
23,0,2557.0
80,0,4079.0
54,0,4850.0
58,0,6999.0
48,0,7500.0
29,0,2500.0
59,0,11000.0
56,0,5200.0
44,0,5004.0
58,0,7180.0
57,0,5800.0
55,0,7800.0
82,0,1400.0
71,1,2800.0
65,0,2300.0
58,0,8900.0
48,0,20850.0
64,0,10777.0
79,0,10500.0
70,0,2500.0
63,0,6848.0
27,1,2200.0
58,0,5976.0
58,0,8494.0
65,0,7583.0
48,0,2000.0
46,0,3557.0
43,0,8050.0
70,0,10083.0
75,0,14166.0
50,0,2348.0
36,0,2916.0
64,0,12000.0
36,1,4375.0
62,0,9017.0
68,0,1351.0
59,0,5500.0
53,0,4583.0
56,0,5200.0
41,0,4790.0
77,0,6600.0
53,0,3000.0
68,0,3700.0
68,0,4906.0
55,0,9333.0
57,0,4260.0
74,0,13333.0
73,0,9000.0
69,0,7500.0
29,0,5541.0
28,0,5650.0
27,0,1700.0
43,0,4620.0
56,0,1836.0
27,0,2250.0
50,0,2000.0
43,0,9000.0
68,0,3608.0
37,0,1400.0
60,1,4566.0
38,0,2500.0
41,0,5600.0
33,0,1800.0
64,0,2370.0
54,0,7433.0
53,0,4000.0
62,0,6417.0
60,0,7578.0
46,0,6000.0
39,0,4417.0
52,0,9912.0
52,0,3908.0
65,0,5567.0
46,0,8500.0
63,0,1805.0
78,0,5732.0
62,0,4240.0
53,0,7000.0
71,0,5500.0
45,1,4710.0
58,0,4000.0
62,0,1912.0
45,0,8000.0
74,1,2900.0
31,1,2000.0
63,0,5750.0
54,0,3091.0
57,0,4750.0
45,0,3725.0
54,0,9750.0
50,0,2000.0
29,0,6833.0
35,1,7500.0
71,0,6500.0
30,0,1.0
48,0,6366.0
41,0,3000.0
59,1,5633.0
68,0,1614.0
31,0,4551.0
39,0,7500.0
50,0,6333.0
80,0,8461.0
35,0,8000.0
44,0,6975.0
55,0,5300.0
51,0,5916.0
34,1,6166.0
45,0,6895.0
30,1,5625.0
41,0,2500.0
67,0,9417.0
42,0,6400.0
75,0,2083.0
41,0,5500.0
39,0,10445.0
70,0,3000.0
41,0,6150.0
59,0,7031.0
42,1,4500.0
59,1,1850.0
49,0,4179.0
49,0,6417.0
59,0,4405.0
27,0,2250.0
57,0,5500.0
67,0,2037.0
32,0,4120.0
77,0,2531.0
48,0,5383.0
45,0,6000.0
45,0,13215.0
63,0,3800.0
49,0,6390.0
41,0,7416.0
50,0,8000.0
73,0,8300.0
53,0,7666.0
38,0,4272.0
80,0,7789.0
26,1,3417.0
69,1,14600.0
77,0,3165.0
74,0,9305.0
32,0,1750.0
39,0,4166.0
49,0,4000.0
53,0,10000.0
56,0,8362.0
47,0,11166.0
27,0,6400.0
42,0,11250.0
43,0,0.0
59,0,9500.0
30,0,7750.0
32,0,6000.0
57,0,3000.0
42,0,4916.0
44,0,11716.0
67,0,7000.0
35,0,7167.0
25,0,3400.0
52,0,6121.0
46,0,833.0
44,0,5000.0
47,0,6482.0
53,0,9000.0
37,0,7166.0
87,0,1864.0
65,0,1250.0
33,0,4500.0
72,0,9791.0
65,0,13829.0
31,0,6664.0
80,0,6000.0
55,0,3500.0
59,0,21910.0
33,0,8683.0
60,0,5417.0
63,0,7435.0
61,0,3889.0
61,0,6400.0
62,0,3833.0
44,0,10000.0
59,0,11583.0
67,0,12753.0
39,0,3166.0
44,0,4585.0
44,0,11666.0
49,0,2500.0
38,1,5800.0
76,0,3500.0
37,0,10543.0
56,0,14595.0
67,1,16383.0
64,0,8600.0
44,0,2480.0
38,0,6250.0
61,0,5594.0
84,0,4000.0
50,0,4440.0
40,0,2806.0
41,0,3900.0
82,0,4076.0
63,0,6000.0
66,0,3200.0
59,0,6833.0
58,0,5800.0
38,0,10000.0
41,1,8000.0
72,0,8166.0
64,0,3800.0
60,0,3118.0
49,0,10743.0
41,0,4600.0
50,0,24090.0
57,0,5000.0
34,0,2440.0
52,0,4642.0
48,0,3903.0
58,0,6275.0
66,0,18694.0
30,0,2600.0
46,0,1587.0
48,0,4558.0
53,0,7916.0
55,0,5316.0
39,0,2435.0
71,0,11350.0
40,0,8303.0
51,0,6250.0
45,0,13586.0
64,0,9750.0
52,0,7666.0
45,0,6700.0
44,0,11400.0
35,0,3800.0
36,0,4100.0
60,0,6700.0
61,0,5000.0
54,1,14166.0
67,0,7144.0
51,0,5000.0
65,0,9335.0
64,0,4000.0
41,0,10895.0
48,0,5000.0
60,0,7000.0
51,0,8486.0
80,0,4150.0
56,0,3618.0
39,0,4083.0
36,0,6500.0
53,0,3330.0
66,0,6000.0
46,0,2700.0
55,1,3526.0
34,0,2400.0
26,0,2125.0
26,0,800.0
52,0,2286.0
58,0,7042.0
42,0,1000.0
51,0,4492.0
66,0,2396.0
62,0,9300.0
87,0,6436.0
63,0,8166.0
30,0,1200.0
57,0,4241.0
37,0,8200.0
65,0,8200.0
69,0,5833.0
38,0,4304.0
43,0,4000.0
54,0,4453.0
44,0,4400.0
48,0,9100.0
63,0,5000.0
46,0,7041.0
41,0,2500.0
34,0,5855.0
29,0,4000.0
45,0,20000.0
35,0,6000.0
73,0,5895.0
45,0,3280.0
53,0,8524.0
29,0,5166.0
74,0,3800.0
63,0,4600.0
35,0,2400.0
43,0,10000.0
42,0,8500.0
80,0,1332.0
58,0,10400.0
86,0,5500.0
28,0,4800.0
42,0,17666.0
59,0,13500.0
43,0,250.0
27,0,4200.0
40,0,3583.0
65,0,2193.0
63,0,2243.0
30,0,3350.0
80,0,4700.0
55,0,4166.0
61,0,5199.0
83,0,9704.0
44,0,2500.0
31,0,1900.0
77,0,7000.0
57,0,2417.0
46,0,14999.0
42,0,12559.0
33,0,6100.0
34,0,5500.0
49,0,6500.0
54,0,9500.0
42,0,3175.0
48,0,3000.0
88,0,9265.0
76,0,10432.0
72,0,5200.0
59,0,4000.0
49,0,2000.0
24,0,4800.0
56,0,7104.0
54,0,6383.0
41,0,5577.0
46,0,5952.0
41,0,4054.0
64,0,7500.0
30,0,4500.0
42,1,9166.0
89,0,3490.0
43,0,5300.0
63,0,6852.0
37,0,9058.0
55,0,7286.0
26,0,2400.0
68,0,2568.0
38,0,5000.0
26,0,2300.0
48,0,10833.0
52,0,4700.0
44,0,4000.0
61,0,1833.0
66,0,5000.0
42,0,8333.0
35,1,3400.0
51,0,8000.0
49,0,9416.0
53,0,4985.0
58,0,4016.0
51,0,3500.0
45,0,3000.0
33,0,2833.0
64,0,6800.0
39,0,9729.0
27,1,1600.0
29,0,2.0
50,0,23033.0
61,0,4800.0
26,0,0.0
61,0,6090.0
28,0,3500.0
56,0,8583.0
49,0,15000.0
88,0,3123.0
39,0,4200.0
55,0,7750.0
56,0,4200.0
44,0,9000.0
64,0,7600.0
72,0,3500.0
51,0,4400.0
39,0,17860.0
43,0,13333.0
44,0,12999.0
41,0,4800.0
41,0,10000.0
70,0,1806.0
36,0,2720.0
53,0,5500.0
47,0,9914.0
71,0,4073.0
53,0,9500.0
45,1,12700.0
49,0,1971.0
33,0,7043.0
60,0,8690.0
34,0,6400.0
34,0,11708.0
44,0,9500.0
52,0,10000.0
49,0,6500.0
71,0,4000.0
46,0,5051.0
62,0,4184.0
41,0,2472.0
37,0,1900.0
57,0,4000.0
43,0,10000.0
47,0,1500.0
44,0,3071.0
32,0,2575.0
30,0,3000.0
32,0,2500.0
52,0,10772.0
36,0,7833.0
34,0,2566.0
76,0,10500.0
47,0,8395.0
39,0,25000.0
41,0,4000.0
35,0,5250.0
63,0,3800.0
80,0,3500.0
43,0,4052.0
43,0,3325.0
44,0,3500.0
67,0,7210.0
48,0,12260.0
44,0,12667.0
57,0,6915.0
49,0,0.0
66,0,10800.0
58,0,5000.0
45,0,3500.0
29,0,2500.0
77,0,4091.0
35,0,2719.0
59,0,5000.0
33,0,5800.0
70,0,10500.0
66,0,2000.0
44,0,14500.0
59,0,14239.0
55,0,7671.0
52,1,6727.0
70,0,10933.0
67,0,1716.0
30,0,3600.0
61,0,1.0
25,0,820.0
70,0,6081.0
62,0,9752.0
30,0,4482.0
43,0,4694.0
49,0,4000.0
49,0,9752.0
36,0,6250.0
35,0,9700.0
27,1,2700.0
40,0,3310.0
47,0,3750.0
46,0,2000.0
60,0,7591.0
53,0,5070.0
31,0,5893.0
37,0,1917.0
61,0,15030.0
66,0,2836.0
59,0,12815.0
63,0,11000.0
57,0,4225.0
63,0,1.0
77,0,2253.0
61,0,3900.0
53,0,2900.0
72,0,7667.0
72,0,6716.0
32,0,4600.0
35,0,2400.0
27,0,4416.0
81,0,3441.0
70,0,6000.0
38,0,5166.0
43,0,2713.0
71,0,30000.0
64,0,11666.0
39,0,6780.0
66,0,372.0
55,1,10000.0
61,0,11750.0
25,1,1781.0
56,0,14516.0
63,0,5252.0
58,0,2000.0
32,0,1500.0
38,0,12000.0
77,0,7900.0
32,0,1500.0
41,0,10300.0
49,0,4333.0
48,0,1107.0
42,0,5600.0
58,0,5000.0
46,0,6750.0
66,0,2000.0
52,0,6649.0
49,0,9216.0
55,0,6700.0
39,0,3750.0
47,1,3750.0
61,1,1800.0
30,0,3300.0
72,0,0.0
39,1,3041.0
46,0,6500.0
79,0,7500.0
70,0,2452.0
37,0,5917.0
51,0,4166.0
63,0,9466.0
48,0,5400.0
40,0,0.0
62,0,13000.0
63,0,12400.0
56,0,8966.0
41,0,4166.0
40,0,7500.0
60,0,5800.0
47,0,11250.0
42,0,8000.0
76,0,3501.0
41,0,8333.0
64,1,2836.0
37,0,3740.0
36,0,8175.0
33,0,2660.0
31,0,1200.0
48,0,4317.0
76,0,5598.0
32,0,4100.0
42,0,5000.0
43,1,6880.0
77,0,4300.0
42,0,2270.0
33,0,3500.0
36,0,5000.0
55,1,3700.0
43,0,5769.0
40,0,8004.0
63,0,6300.0
57,0,7000.0
32,0,2800.0
45,0,4166.0
60,0,9000.0
41,0,8000.0
47,0,10000.0
64,0,3800.0
44,0,6800.0
45,0,4000.0
69,0,8442.0
61,0,6513.0
35,0,3950.0
51,0,3333.0
49,1,6600.0
45,0,8100.0
50,0,6700.0
92,0,3972.0
47,0,5000.0
45,0,2000.0
53,0,8857.0
49,0,10500.0
47,0,7813.0
41,1,5147.0
34,0,3500.0
67,0,4705.0
49,0,8970.0
60,0,14800.0
47,0,5793.0
32,0,6016.0
28,0,2380.0
41,0,0.0
62,0,1776.0
32,0,8333.0
44,0,16000.0
27,0,2750.0
49,0,4050.0
45,0,6833.0
42,0,7526.0
58,0,8500.0
64,0,4000.0
64,0,7083.0
29,0,3085.0
53,0,10995.0
30,1,2900.0
61,0,8483.0
47,1,9000.0
55,0,5000.0
67,0,5885.0
24,0,925.0
85,0,5347.0
35,0,4000.0
38,0,5666.0
46,0,12392.0
70,0,5966.0
55,0,11000.0
89,0,2214.0
49,0,2500.0
27,0,8000.0
71,0,2988.0
34,0,5217.0
54,0,2955.0
75,0,15834.0
35,0,9000.0
42,0,5000.0
65,0,8050.0
63,0,3500.0
24,0,1100.0
